ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_surprise_pct,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_total,company_type,rank,data_quality,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,predicted_return,ml_rank
BEI.DE,Beiersdorf Aktiengesellschaft,Consumer Defensive,Household & Personal Products,Germany,EUR,15134956015.157112,16.29647,15.188597,2.7107,1.7596545,1.5362319,1.316,8.069,0.11161,0.06568,0.09531,0.11214,0.57714003,-0.002,0.196,0.173,2.518,1.898,1.365,375249984.0,2576999936.0,217000000.0,12966774784.0,1.43,0.2353,1.0,0.74,1.0,1776988800.0,0.49,120.9454821456502,69.0999984741211,69.26000213623047,88.36842,2.45,19.0,,,0.53506,0.21102,False,False,,518821.0,386641.0,0.1295471352397521,-0.08081337975616876,-0.34077490861995163,-0.2519979987465799,-0.4192930598075796,-0.42734527236971787,0.3020634332899734,36.7595817657524,-0.06299341481209197,-0.2263861324717461,True,0.1461341765693726,62.33590913529396,54.41967664280478,7.671241314739072,45.221531558225934,72.19592725693045,76.03231597845601,67.36474694589877,53.099173553719005,50.0,45.354597768070434,standard,622,1.0,6,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.037499268,83.5
BAS.DE,BASF SE,Basic Materials,Chemicals,Germany,EUR,46656996964.60948,32.770184,17.431295,0.7572,1.3517807,0.7885513,1.148,11.745,0.044109996,0.01721,0.02937,0.07678,0.23423,-0.03,0.166,0.147,66.724,1.913,1.042,-1570625024.0,3180000000.0,23669000192.0,67907325952.0,4.28,1.4028,2.25,6.54,2.25,1777852800.0,0.741,54.31999969482422,39.07503701159139,52.7599983215332,52.59524,2.38095,21.0,,,0.000120000004,0.34473,False,False,,3385409.0,3386443.0,0.0874581314792774,0.030173659802748665,0.07716468503561713,0.2628315708326414,0.26138408522246137,-0.028718729419279776,0.25833580604998363,53.628389139182886,0.06199692663426015,0.18044724663597855,False,0.6161038346084451,26.30615795687566,23.17261964279222,77.06672251515302,41.06653774134747,59.0614661560323,55.296229802513466,29.275741710296682,11.15702479338843,50.0,45.35149858218099,standard,623,1.0,4,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.014283315,46.2
COL.AX,Coles Group Limited,Consumer Defensive,Grocery Stores,Australia,AUD,28004541674.218567,27.434212,20.661772,,7.179752,0.62128764,0.839,14.817,0.26520002,0.056420002,0.0225,0.03921,0.26982,0.025,-0.114,-0.113,272.264,0.632,0.17,1361874944.0,598000000.0,10572000256.0,37796970496.0,3.51,0.90910006,0.73,3.58,0.41,1773100800.0,0.29,23.68051230949669,19.45711390223576,20.850000381469727,23.23859,2.0625,16.0,,,0.00564,0.40597,False,False,,3739753.0,3339887.0,0.6898053377591741,-0.07497783786217194,-0.036111969112990416,-0.04434290933693352,-0.009212684544408378,-0.11952916774067568,0.200799522189573,26.956525705263132,-0.046280604505419265,-0.0406239743570983,False,0.15501991732531262,56.34412921323379,41.91519200351922,45.49290395702952,23.85289629318594,47.63591095255694,63.824057450628366,67.36474694589877,60.9504132231405,50.0,37.345002427702084,standard,788,1.0,3,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,0.008735279,28.6
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,United States,USD,96244596177.58401,76.94028,29.457893,3.4064,3.148666,12.019065,13.101,64.957,0.055430003,0.02041,0.13756,0.13340001,0.82024,0.655,-0.82,-0.78,35.579,1.363,1.172,3096222464.0,2203482112.0,10868556800.0,104908840960.0,,0.0,,,,,1.245,651.72998046875,376.17999267578125,502.4200134277344,537.5327,1.76,26.0,2.91,0.0254,0.029830001,0.90612,False,False,,1910026.0,1522420.0,0.9154732507757075,0.13888704608171665,0.14946582543001208,0.25979794013042046,,-0.2290978956248506,0.56473122515044,52.847921783174456,0.12343071425762919,0.05890373019564299,False,0.6194902760364819,38.85215177850174,49.36051164288697,64.03587443946189,33.54150065652217,36.13142599973183,40.48473967684021,12.041884816753926,53.61570247933884,50.0,45.32706740198414,standard,624,0.875,6,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.022580318,67.6
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,United States,USD,67642547072.2839,,1798.6666,216.9231,1.8628737,1.8178593,2.632,12.914,-0.049590003,0.01391,-0.04665,0.08590999,0.45748,-0.01,,,96.318,0.729,0.413,18466875392.0,3296000000.0,32465999872.0,97941544960.0,,0.0,,,,,1.574,30.0,8.819999694824219,26.979999542236328,29.64583,3.15,12.0,2.9,0.023699999,0.04216,0.75439,False,False,,23272729.0,16721120.0,1.102777599329988,-0.014968961538825765,-0.03608432429942421,0.2158629514599124,,-0.10066668192545569,0.48176613676355745,56.7796747152708,-0.011851931188749276,0.15107052102843022,True,0.2879904771667638,84.89961252008415,25.14604844758398,61.375186846038865,19.41340782122905,17.153068165617366,48.65350089766607,12.041884816753926,97.62396694214877,50.0,45.29082124373527,standard,625,0.75,5,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.010691988,34.5
MOH,"Molina Healthcare, Inc.",Healthcare,Healthcare Plans,United States,USD,9637979286.193848,49.462566,20.143736,1.7313,2.357702,0.22363977,0.101,6.814,0.04482,0.0201,0.0043599997,0.0171,0.088570006,-0.043,-0.95,-0.953,96.74,1.628,1.548,757500032.0,9251000320.0,3947000064.0,4333979136.0,,0.0,,,,,0.848,327.67999267578125,121.05999755859375,184.99000549316406,182.875,2.66667,16.0,2.58,0.0795,0.01421,1.11591,False,False,,1555985.0,918100.0,0.6459790723649403,0.2426278737199099,0.3667528419000128,0.31170677936870606,,-0.4354552928832611,0.5925152305658213,54.92909865757622,0.1635264651723165,0.11851354879635467,False,0.5359354634445849,94.84091352939609,16.298173740217496,61.4050822122571,4.994357586185978,36.49171562955072,82.6750448833034,12.041884816753926,97.41735537190083,50.0,45.27429495775397,standard,626,0.875,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.010487432,33.7
PRX.AS,Prosus N.V.,Consumer Cyclical,Internet Retail,Netherlands,EUR,82992577112.88928,7.887424,10.031861,4.6572,1.822891,12.151198,12.143,199.365,0.26021,0.00239,1.96384,0.06404,0.45212,0.223,0.95,0.228,32.146,3.661,3.528,1171124992.0,22204999680.0,17816999936.0,82936020992.0,0.51,0.0188,0.2,,0.2,1761868800.0,0.781,63.939998626708984,37.3650016784668,38.8849983215332,65.09989,1.57895,19.0,,,0.00875,0.68469,False,False,,3567976.0,3420180.0,0.0893254711360995,-0.0901966122026574,-0.08516651348345794,-0.3746381773771643,-0.1571362174050267,-0.3918517491914649,0.29662772083086975,39.94664709199796,-0.06611753325005487,-0.2301204441010949,False,0.14152151840122867,22.378019280787562,54.94662993290524,19.533459813728875,76.57779543059749,65.92656551217138,43.53680430879713,67.36474694589877,31.508264462809915,50.0,53.153495783543654,standard,416,1.0,7,STARK,8,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0277646,75.3
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,United States,USD,6425411151.087433,,7.9375873,10.8594,0.7870371,0.5746569,1.226,7.923,-0.00511,0.04202,-0.00387,0.105670005,0.24274999,-0.019,0.39,0.377,89.813,0.901,0.253,654675008.0,55100000.0,7332400128.0,13702711296.0,10.42,0.791,1.4,4.85,0.35,1777507200.0,-0.027,21.508408009072756,13.420000076293945,13.430000305175781,16.00588,3.22222,17.0,2.97,0.1243,0.0064999997,0.89518,False,False,,14738577.0,13568400.0,1.1935491444860897,-0.06335693701286815,-0.30320583062901085,-0.19029409214508497,,-0.3755930099749508,0.27571626575244323,44.122361497208644,-0.09529226073633079,-0.1970962008468713,True,-0.08435257909562237,77.09659701201053,26.41152195330752,12.017937219730944,53.62708026996662,53.060665628451815,87.4326750448833,67.36474694589877,73.86363636363636,50.0,45.13979317744642,standard,627,0.75,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.056766056,89.8
VMC,Vulcan Materials Company,Basic Materials,Building Materials,United States,USD,34752249107.23587,31.733412,24.69813,3.0317,4.1030393,4.31041,4.94,17.006,0.13458,0.06027,0.13809,0.15064,0.27684,0.074,0.297,0.284,61.249,2.589,1.109,239012496.0,140200000.0,5191300096.0,39827750912.0,0.78,0.2358,2.08,0.78,0.52,1779408000.0,1.091,330.46390948319805,252.07096332125013,267.8299865722656,328.8095,1.7619,21.0,3.92,0.039300002,0.00211,0.98266,False,False,,1243472.0,965820.0,0.9610767441977521,-0.06281059655575738,-0.18102425567133218,-0.09065907080801361,,-0.18953332304542303,0.24619347961186544,30.880648525015943,-0.04464146561708138,-0.08235220536706889,False,-0.0935854181068698,27.58032551863721,52.30647653042,27.144992526158447,61.388921588832055,57.551670615097834,60.32315978456014,67.36474694589877,23.65702479338843,50.0,45.083637441776986,standard,628,0.875,6,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.015561206,50.5
HEIA.AS,Heineken N.V.,Consumer Defensive,Beverages - Brewers,Netherlands,EUR,36487624127.91032,19.349112,11.599837,1.1845,2.025395,1.2690024,1.876,9.772,0.0994,0.043130003,0.065560006,0.13387999,0.36953,-0.028,0.075,0.063,93.524,0.925,0.644,2138249984.0,4773000192.0,19278999552.0,53933686784.0,2.88,0.56509995,1.9,1.92,0.74,1777248000.0,0.552,80.817680873874,63.900001525878906,65.4000015258789,87.2013,,23.0,,,0.51019,0.27045,False,False,,811745.0,745882.0,0.08829514782152123,-0.03511356294306878,-0.16239754108372184,-0.07705333103927514,-0.16097472121018563,-0.19077111816727688,0.21552152184070492,48.22008909585057,-0.029564140457261856,-0.05136273816772774,True,0.365948131929796,67.5342207348359,42.48891104768262,28.050805696545606,33.679581959806974,51.86106971277003,59.87432675044884,67.36474694589877,65.08264462809917,50.0,45.07922804980389,standard,629,1.0,6,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.021549612,65.5
BTE.TO,Baytex Energy Corp.,Energy,Oil & Gas E&P,Canada,CAD,5136139931.0112,,19.189188,18.45,2.43234,3.4533663,3.042,7.997,-0.107080005,-0.00911,-0.49802,-0.25974,0.55212003,0.016,,,6.837,2.151,2.046,-519793984.0,757868992.0,145820000.0,4524090880.0,1.27,0.3214,0.09,9.39,0.023,1781481600.0,0.687,7.139999866485596,2.1257747972190435,7.099999904632568,7.40909,2.27273,11.0,1.44,,0.0043099998,0.55395,False,False,,7543324.0,5991310.0,0.9093461159341367,0.20135365278250217,0.5010252789917153,0.6293690636985521,,-0.005602235658404231,0.46779060371677533,64.28571580624141,0.16513406460016666,0.5963947369592366,False,0.8144557567876213,26.998695084819484,18.016757130223635,95.93423019431988,27.467411545623836,60.15158781419844,89.40754039497307,67.36474694589877,2.479338842975207,50.0,37.077831415339254,commodity,790,0.75,3,SVAG,-8,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,0.0524203,88.6
JD.L,JD Sports Fashion Plc,Consumer Cyclical,Apparel Retail,United Kingdom,GBp,4327417289607.9478,7.9488883,5.6317406,0.84,1.1824794,0.2712713,0.54,4.995,0.1374,0.06115,0.03443,0.08361,0.46999002,0.046,-0.149,-0.156,106.977,1.51,0.562,833000000.0,854000000.0,3680000000.0,6838182912.0,1.67,0.1171,0.01,0.37,0.0087,1782950400.0,1.558,1338.472746056962,803.1857488577116,901.3045655199676,101.480995,2.3125,16.0,,,0.55536,0.37777,False,False,,18221207.0,29907474.0,0.03671378925369136,-0.04834463106320852,-0.05782723274545232,-0.13556080719276475,-0.23692373848216886,-0.32661717007302415,0.38760445590281306,56.70765644563425,0.008811892105842878,-0.1316829032529695,True,0.6115096461646696,95.65027163540492,46.91081645124314,24.844034888877935,25.24821059216559,30.25272524468971,10.682226211849192,67.36474694589877,95.35123966942149,50.0,45.075756737949305,standard,630,1.0,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.021182124,64.4
HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,United States,USD,12852412668.036835,21.17987,15.952115,1.1558,2.49541,1.0002656,1.212,13.728,0.12198,0.040999997,0.04709,0.065510005,0.12445,0.134,0.0,0.0,56.946,1.191,1.069,634124992.0,216000000.0,2931000064.0,15567412224.0,1.69,0.3548,5.52,2.13,1.38,1780012800.0,0.287,460.0,212.39207410103867,326.1700134277344,391.54544,2.25,11.0,2.5,0.031400003,0.00541,0.93283,False,False,,518929.0,738540.0,0.7102505953977583,-0.1766918182281071,-0.21870854299715292,0.03379197796834332,,-0.2909347534179687,0.34334560625962607,32.85821874229026,-0.14542563641582706,-0.04274899252876374,True,0.2644151588936563,61.587114184516786,31.92764210619897,27.234678624813156,45.29813954317098,54.014169658384375,78.1867145421903,67.36474694589877,66.11570247933885,50.0,45.07256605270129,standard,631,0.875,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.038532186,84.1
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,United States,USD,41712538250.36102,38.910225,32.016968,3.5892,26.25571,9.381838,9.585,27.568,0.72915,0.26463,0.24634,0.31783,0.62053,0.143,0.172,0.147,71.04,1.119,0.691,786844480.0,200528000.0,1105451008.0,42617462784.0,,0.0,,,,,1.574,769.97998046875,496.6099853515625,528.7899780273438,709.1429,2.13333,14.0,3.81,0.030199999,0.00691,0.96191,False,False,,554162.0,682870.0,1.0312116306532466,-0.07221691955107168,-0.1597839063471328,-0.258941112399,,-0.31324191350348374,0.4142032735649902,30.51992140854678,-0.07380131992961492,-0.17559454829819643,False,0.07896267207448293,31.30907626208378,86.61061540664748,16.41255605381166,60.14205730739709,27.350195344863632,57.18132854578097,12.041884816753926,37.5,50.0,53.06808042738024,standard,420,0.875,7,STARK,8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.014076737,45.4
SWEC-B.ST,Sweco AB (publ),Industrials,Engineering & Construction,Sweden,SEK,40465979359.2422,20.38206,16.970953,4.61,3.359619,1.3900365,1.584,12.791,0.172,0.074710004,0.06822,0.10751,0.33778998,0.033,-0.084,-0.082,46.655,1.077,0.044,2768375040.0,553000000.0,6150000128.0,50448900096.0,2.98,0.5491,3.7,2.03,3.7,1776902400.0,0.876,175.3201393383192,122.0,122.69999694824219,182.0,1.2,5.0,,,0.09834,0.73581004,False,False,,362361.0,330148.0,0.06784829230876357,-0.14105610166926108,-0.09665980805472751,-0.2203513819081957,,-0.3001374661728664,0.2642540984488642,24.362599803494476,-0.0806303166244644,-0.16516272535501797,False,0.22673739491943376,73.12891141667627,51.35140661706771,22.750373692077726,27.188808029911332,49.35018944673718,57.899461400359066,67.36474694589877,80.57851239669421,50.0,53.03895752165144,standard,421,0.875,7,STARK,8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0005578969,8.4
RH,RH,Consumer Cyclical,Specialty Retail,United States,USD,2328007683.1216583,19.51981,12.908573,0.6947,38.251553,0.6768377,1.817,11.564,,0.05215,0.03628,0.114580005,0.44069,0.037,1.125,1.068,6550.03,1.19,0.173,302179008.0,41191000.0,3969317888.0,6247981568.0,,0.0,,,,,1.89,257.0,106.30000305175781,123.16999816894531,157.41176,2.65,17.0,3.2,0.5581,0.18527001,1.0433,False,False,,1282988.0,788780.0,1.037715720112959,-0.048806912163984695,-0.3993465345002222,-0.23506399887724427,,-0.5207393067356214,0.6053210034845163,33.956147136696174,-0.05976957276132688,-0.31176834005564913,False,0.0864071499290151,70.91681387648578,44.13448591088216,7.115097159940209,69.84077547992445,12.933014771547427,94.16517055655295,12.041884816753926,74.3801652892562,50.0,53.03555111566125,standard,422,0.75,7,STARK,8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.024103574,70.3
BA.L,BAE Systems plc,Industrials,Aerospace & Defense,United Kingdom,GBp,68391225321206.74,27.191175,19.625534,3.0362,4.6964693,1.9147154,2.161,17.067,0.18141001,0.045339998,0.07277,0.10146,0.13213,0.067,0.087,0.084,76.728,0.987,0.783,1783750016.0,3468999936.0,9159000064.0,61237559296.0,1.96,0.5015,0.36,2.75,0.228,1776902400.0,-0.058,29226.388978078572,19821.976974680707,23294.829750061035,2314.167,2.27778,18.0,,,0.04415,0.66086996,False,False,,7604577.0,6015909.0,0.08141285050233608,-0.1538845099333459,-0.023871129717641715,0.040225054511890956,0.012700865596832145,-0.2029521755994741,0.3034106089432104,28.561180727985843,-0.12888368625986335,-0.04056035890159837,False,0.07741131640790815,48.14111725594978,41.444784463672896,45.52949292859606,46.16919135975839,53.10373945313776,1.526032315978456,67.36474694589877,53.30578512396694,50.0,44.99497749652555,standard,632,1.0,6,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,0.010020654,32.5
7148.T,"Financial Partners Group Co.,Ltd.",Financial Services,Financial Conglomerates,Japan,JPY,125856658395.0,8.160052,4.682243,,2.1051893,1.2354028,1.703,7.624,0.26868,0.090670004,0.15123,0.33791,0.33471,-0.439,-0.249,-0.253,103.379,2.196,0.291,43751874560.0,16581999616.0,62077001728.0,173541605376.0,6.07,0.6056,92.7,4.4,46.35,1790640000.0,0.467,2379.135430806849,1467.0,1503.0,,,,,,0.32424,0.13758999,False,False,,840503.0,768900.0,0.6861345716333718,-0.060037523452157626,-0.27233863747174325,-0.3041614758139607,,-0.36825790556602334,0.37022494440448256,47.29241877256318,-0.11220131995903249,-0.2650125497489303,True,0.23798902512796463,94.96285541184722,70.45074893097723,9.805680119581465,8.886132309428595,53.15279820433317,35.727109515260324,67.36474694589877,99.01859504132231,50.0,44.96033522202208,standard,633,0.875,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.045890767,86.8
ITSA4.SA,Itaúsa S.A.,Industrials,Conglomerates,Brazil,BRL,95364848534.30064,8.526316,6.7034597,,1.6369838,17.370943,18.618,92.759,0.184,0.00253,2.0302498,0.123330005,0.2532,0.061,0.111,0.127,13.324,2.382,1.787,-1681250048.0,6970999808.0,12652000256.0,155742044160.0,0.75,0.3082,0.1,4.78,0.024243,1780272000.0,0.33,15.239999771118164,9.03419697749599,12.960000038146973,16.98571,1.14286,7.0,,,0.21059999,0.38119,False,False,,31955696.0,36179310.0,0.7603039054416464,-0.12609574478620522,-0.10429221853022419,0.20784338786260736,,-0.149606283937884,0.23134201306534993,28.57141466946412,-0.058229303284441314,0.09606870842939075,False,0.16248170848475196,11.684916245750149,49.752504082711994,50.25411061285501,48.6832582573536,80.44494331810111,40.843806104129264,67.36474694589877,15.495867768595042,50.0,44.89154380917142,standard,634,0.875,6,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.008508369,27.7
NG.L,National Grid plc,Utilities,Utilities - Regulated Electric,United Kingdom,GBp,75880163221760.84,20.175,12.5683975,1.0733,1.6033112,3.4052691,5.878,14.026,0.08406,0.030030001,0.18324,0.32574,1.0,0.02,0.144,0.164,121.467,0.764,0.685,-3239000064.0,2828000000.0,47772999680.0,103972077568.0,4.08,0.78720003,0.48,4.99,0.3214,1779926400.0,0.624,17354.474825382233,12709.401646623332,15250.61731338501,1379.625,2.3125,16.0,,,0.0016699999,0.6006,False,False,,13522620.0,16659541.0,0.11166802319800076,-0.046254689992826115,-0.07941777090752522,0.04085507433275071,0.10133931823241582,-0.12122853230454267,0.20183467848232511,35.93313730674723,-0.055212744213517184,0.0308685442171881,False,0.01369871635792822,21.67687148804715,62.939445640899635,49.25195880352831,45.71111150248051,46.96408927216228,1.2567324955116697,67.36474694589877,9.607438016528926,50.0,44.87975650654496,standard,635,1.0,4,NEUTRAL,0,VARNING,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.020543318,62.5
KEMIRA.HE,Kemira Oyj,Basic Materials,Chemicals,Finland,EUR,2508266111.2583027,15.733944,10.609538,4.02,1.5993658,0.9212084,1.128,7.076,0.107209995,0.052259997,0.06071,0.09759,0.17198999,-0.044,-0.245,-0.271,47.862,1.367,0.963,142612496.0,263000000.0,767900032.0,3070243584.0,4.41,0.6881,0.76,3.92,0.38,1791158400.0,0.413,21.026003375088706,17.030000686645508,17.149999618530273,21.1,2.5,6.0,,,0.27347,0.43747002,False,False,,299530.0,280597.0,0.1239898133095085,-0.11461028004741092,-0.14946594373871447,-0.05791214161211733,,-0.18434334321237023,0.23251511940188,39.21568480788548,-0.08250588066129072,-0.09256434493715748,False,0.2908595105655643,77.18766366920843,36.94697533697398,31.061285500747385,12.421112030829198,65.00437612064403,93.89587073608617,67.36474694589877,72.52066115702479,50.0,44.8154601440669,standard,637,0.875,5,NEUTRAL,0,NEDTREND,True,3,0.42857142857142855,LÅG,EJ AKTUELL,0.027206866,74.7
ENGI.PA,Engie SA,Utilities,Utilities - Diversified,France,EUR,68147857579.688385,17.76159,12.867505,3.45,2.2837193,0.94723475,1.562,8.637,0.1154,0.02905,0.053189997,0.104729995,0.31912002,-0.066,-0.594,-0.582,135.163,1.085,0.834,-537249984.0,15365000192.0,55187001344.0,112390537216.0,5.08,0.98010004,1.35,7.32,1.35,1777507200.0,0.587,28.454002905550343,16.37366602730382,26.81999969482422,30.52778,1.68421,18.0,,,0.26514,0.41537997,False,False,,5158830.0,4322452.0,0.08751914400558983,-0.0037647696963882815,0.0798594602639493,0.2847028366074149,0.4969995926779116,-0.057426127921263004,0.20419950288597463,49.04713027298934,0.0045310255792070375,0.21973438629723385,False,0.28687258109297104,36.525397022662915,36.45206761853045,78.9369487015227,5.721187204651282,50.87011251962467,48.473967684021545,67.36474694589877,17.56198347107438,50.0,36.78274179565661,standard,792,1.0,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.015945416,51.5
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,United States,USD,74015351367.44437,28.82805,22.619984,2.7563,16.60672,3.0922835,3.675,19.303,0.60723,0.09445,0.1086,0.14163,0.49036,0.068,0.075,0.061,329.521,0.863,0.468,2140024960.0,216900000.0,14601400320.0,87971643392.0,1.07,0.3045,3.2,0.87,0.8,1779408000.0,1.155,377.9291656950824,300.04998779296875,300.1000061035156,381.45,1.95833,20.0,3.56,0.0242,0.062800005,0.82725996,False,False,,1798847.0,2291400.0,1.9332565012265517,-0.0997179774391106,-0.18467947996197365,-0.12547443947464487,,-0.20593583839560092,0.24448984283527153,26.15261704068365,-0.06985535868442683,-0.1168704512302371,False,0.06488997787782465,40.928032152399894,68.75893601046474,23.976083707025413,44.48634414326509,30.583749051841533,46.409335727109514,67.36474694589877,46.17768595041322,50.0,52.76846924191926,standard,425,0.875,7,STARK,8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.016908186,53.8
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,United States,USD,1047786678871.2174,48.15018,39.918613,4.8608,10.515159,1.4692106,1.56,25.262,0.21847,0.06834,0.0307,0.04567,0.24927,0.056,-0.19,-0.194,64.443,0.79,0.204,10554250240.0,10727000064.0,68425998336.0,1112234262528.0,0.75,0.3443,0.99,1.28,0.248,1787270400.0,0.652,134.15810517758902,92.65533057022212,131.4499969482422,137.53659,1.44186,41.0,4.19,0.016,0.44929,0.38050997,False,False,,19123980.0,15734110.0,1.55935881450961,0.055126250792749465,-0.014331523562339576,0.2784238419686764,,-0.02018594572248944,0.22027690502152364,62.4984370940221,0.04022861590222493,0.15740363427596415,True,0.741427065759743,24.6176021517785,42.821916468879365,74.34977578475338,24.85982023579594,50.94291282631762,17.594254937163374,67.36474694589877,27.066115702479337,50.0,44.75382001034297,standard,639,0.875,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0019085141,9.6
HIVE,HIVE Digital Technologies Ltd.,Financial Services,Capital Markets,United States,USD,681260725.7914686,,4.0757575,,1.1690569,2.6494179,2.618,17.727,-0.25172,-0.10783,-0.48634,-0.54209,0.38557,2.186,,,3.233,1.738,0.628,96322496.0,26191000.0,18079000.0,673148736.0,,0.0,,,,,3.442,7.840000152587891,1.600000023841858,2.690000057220459,5.57143,1.28571,7.0,1.96,,0.00389,0.34727,False,False,,13174670.0,14581670.0,0.6789910408765117,0.228310496317794,0.2171945750172719,-0.3439024098071217,,-0.6568877544814178,0.8888381746919595,55.9999995231629,0.16581436605155164,-0.13838661894039705,True,0.5539766877787184,77.86068255053218,12.160878614472853,31.509715994020922,99.02234636871509,40.16566573532901,97.75583482944344,12.041884816753926,96.5909090909091,50.0,44.704087247775306,holding,640,0.75,5,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.095484264,94.4
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,United States,USD,20213220161.801247,129.76317,18.838514,1.7173,1.4394978,2.9218302,3.313,14.757,0.00896,0.01983,-0.00419,0.13801,0.35009998,0.043,,,22.594,2.683,1.076,-124750000.0,710000000.0,3216999936.0,22918219776.0,1.62,3.2104998,0.8,2.04,0.2,1778803200.0,1.056,52.24221577175395,26.665320164028007,49.310001373291016,57.06667,1.5,15.0,3.41,0.0287,0.00178,0.79713,False,False,,3811016.0,4665210.0,1.201607176327412,0.05894497096370621,-0.010268193354766031,0.2247527507693836,,-0.05612729772553615,0.3010187875637928,59.12738071442848,0.06410925518451305,0.2322463820507743,True,0.6970427987610395,25.79575414332762,27.367682068048964,69.23766816143497,39.059590316573555,60.382018381887626,71.00538599640933,29.275741710296682,17.148760330578515,50.0,44.69618803133858,standard,641,0.875,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,0.005794301,18.9
COLO-B.CO,Coloplast A/S,Healthcare,Medical Instruments & Supplies,Denmark,DKK,81474412882.73352,42.06638,14.913227,1.1574,6.4088345,3.1573048,4.032,9.817,0.14141,0.09899,0.07509,0.25691998,0.67459,0.022,,,188.648,1.748,1.01,7203375104.0,1067000000.0,24227999744.0,113070104576.0,5.76,2.4625,23.0,2.67,5.0,1779062400.0,0.504,623.840720881639,385.2152160920783,392.8999938964844,464.9,3.2,20.0,,,0.29795,0.28416002,False,False,,363669.0,359628.0,0.3089673514966346,-0.0825865087230031,-0.19113181635212684,-0.33076460923387085,,-0.37019181219651554,0.25381381592718455,40.14621852573593,-0.07335127730025859,-0.24577613962649636,True,0.26789696493829396,81.28962459276882,67.18142361028623,11.390134529147984,29.56238361266294,54.21329248588571,43.895870736086174,29.275741710296682,84.91735537190083,50.0,52.67996474436014,standard,429,0.875,7,STARK,8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.021503469,65.4
